rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1801,9086251,K02367.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,6.89213244,3.308e-05,-3.308e-05,131.63179,0.00393,-0.00393,0.541,0.04,-0.446,1.725,0.114,-0.114,82.0,6.0,-6.0,1.35,0.23,-0.19,1177.0,,,454.45,214.98,-147.11,17.3,1.0,q1_q17_dr25_tce,6164.0,110.0,-135.0,4.227,0.11,-0.11,1.446,0.248,-0.203,290.87137,45.410301,12.618
1802,4254466,K02134.01,Kepler-1113 b,CONFIRMED,CANDIDATE,0.912,0,0,0,0,42.3006282,0.0002167,-0.0002167,168.77783,0.00372,-0.00372,0.269,0.2,-0.269,4.372,0.135,-0.135,507.9,24.9,-24.9,2.54,0.44,-0.27,558.0,,,22.94,10.04,-5.66,23.8,1.0,q1_q17_dr25_tce,5852.0,70.0,-88.0,4.353,0.095,-0.116,1.129,0.193,-0.119,289.40671,39.33884,14.766
1803,5801571,K00225.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.838597429,1.45e-07,-1.45e-07,141.537817,0.000145,-0.000145,1.274,0.279,-0.147,1.68668,0.00855,-0.00855,2482.1,10.2,-10.2,44.67,7.91,-2.97,2278.0,,,6353.25,2844.51,-1118.3,303.7,1.0,q1_q17_dr25_tce,6366.0,70.0,-89.0,4.352,0.032,-0.12,1.236,0.219,-0.082,294.9133,41.074711,14.784
1804,9904006,K02135.01,Kepler-361 c,CONFIRMED,CANDIDATE,0.979,0,0,0,0,55.1866213,0.0003462,-0.0003462,180.75953,0.00549,-0.00549,0.225,0.215,-0.225,9.133,0.168,-0.168,375.5,10.9,-10.9,2.47,0.46,-0.35,568.0,,,24.56,12.61,-7.95,36.2,1.0,q1_q17_dr25_tce,6178.0,111.0,-135.0,4.269,0.125,-0.125,1.267,0.237,-0.178,296.80344,46.74115,13.573
1805,5288570,K02136.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.728528176,8.644e-06,-8.644e-06,131.80851,0.00421,-0.00421,0.787,0.183,-0.549,3.682,0.131,-0.131,197.6,8.6,-8.6,5.07,0.78,-2.94,2720.0,,,12977.86,6896.43,-10989.58,26.2,1.0,q1_q17_dr25_tce,6153.0,217.0,-217.0,3.597,0.616,-0.115,3.279,0.507,-1.9,295.50107,40.410225,12.99
1806,9364609,K02137.01,Kepler-1114 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,14.97436238,4.734e-05,-4.734e-05,141.50057,0.00265,-0.00265,0.092,0.358,-0.092,2.4461,0.084,-0.084,265.4,12.5,-12.5,1.28,0.09,-0.09,631.0,,,37.53,9.08,-7.67,24.9,1.0,q1_q17_dr25_tce,5311.0,106.0,-106.0,4.532,0.055,-0.05,0.8,0.057,-0.057,299.23694,45.834702,13.747
1807,7457296,K02213.01,Kepler-1145 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.97076603,1.113e-05,-1.113e-05,134.63962,0.00232,-0.00232,0.775,0.17,-0.542,1.814,0.07,-0.07,349.2,17.3,-17.3,1.6,0.19,-0.18,958.0,,,198.43,77.8,-60.0,23.9,1.0,q1_q17_dr25_tce,5178.0,153.0,-153.0,4.521,0.085,-0.076,0.778,0.088,-0.088,295.30817,43.044411,15.443
1808,10328458,K02214.01,Kepler-1146 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,2.352273912,8.087e-06,-8.087e-06,131.80267,0.00262,-0.00262,0.095,0.359,-0.095,1.7389,0.0873,-0.0873,318.6,18.9,-18.9,1.29,0.1,-0.08,1019.0,,,255.03,78.68,-57.05,20.4,1.0,q1_q17_dr25_tce,4816.0,143.0,-143.0,4.608,0.02,-0.06,0.748,0.059,-0.048,286.71661,47.425629,15.848
1809,7050060,K02215.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,22.0425953,0.0003503,-0.0003503,134.1281,0.0104,-0.0104,1.191,0.428,-0.528,61.2018,0.0,0.0,348.0,6.5,-6.5,28.78,7.83,-7.83,760.0,,,78.85,65.7,-42.66,90.4,1.0,q1_q17_dr25_tce,5974.0,189.0,-210.0,4.216,0.258,-0.172,1.26,0.343,-0.343,296.25507,42.53022,12.999
1810,4248120,K02216.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,23.34036251,9.674e-05,-9.674e-05,136.20727,0.00354,-0.00354,0.25,0.206,-0.25,2.054,0.111,-0.111,615.1,40.1,-40.1,2.21,0.53,-0.36,601.0,,,30.94,22.86,-11.71,18.2,1.0,q1_q17_dr25_tce,5530.0,165.0,-165.0,4.425,0.153,-0.187,0.892,0.217,-0.145,287.29251,39.383221,15.23
1811,9580992,K02217.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,37.8034121,0.0003744,-0.0003744,155.37719,0.00607,-0.00607,0.968,0.021,-0.716,4.641,0.34,-0.34,678.1,36.1,-36.1,2.95,0.54,-0.23,460.0,,,10.57,6.24,-2.61,20.2,1.0,q1_q17_dr25_tce,5329.0,175.0,-159.0,4.572,0.032,-0.128,0.819,0.149,-0.064,288.64252,46.21566,15.191
1812,8321314,K02293.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,15.03366411,6.423e-05,-6.423e-05,144.98055,0.00349,-0.00349,0.01,0.427,-0.01,3.272,0.103,-0.103,374.9,19.9,-19.9,1.7,0.21,-0.08,669.0,,,47.32,15.67,-6.57,22.2,1.0,q1_q17_dr25_tce,5523.0,74.0,-82.0,4.526,0.026,-0.111,0.891,0.11,-0.039,298.45013,44.284012,14.837
1813,6934986,K02294.01,,CANDIDATE,CANDIDATE,0.97,0,0,0,0,131.485184,0.001433,-0.001433,177.48749,0.00575,-0.00575,0.578,0.05,-0.454,5.294,0.245,-0.245,557.8,33.7,-33.7,3.03,0.52,-0.51,400.0,,,6.08,2.83,-2.21,19.4,1.0,q1_q17_dr25_tce,5765.0,105.0,-116.0,4.236,0.162,-0.108,1.242,0.209,-0.209,287.1532,42.421612,14.895
1814,4049901,K02295.01,,CANDIDATE,CANDIDATE,0.961,0,0,0,0,16.2908527,0.0001407,-0.0001407,132.11774,0.00593,-0.00593,0.105,0.353,-0.105,3.176,0.188,-0.188,44.1,3.6,-3.6,0.52,0.05,-0.03,622.0,,,35.48,10.27,-6.33,14.5,1.0,q1_q17_dr25_tce,5425.0,108.0,-108.0,4.549,0.039,-0.072,0.797,0.073,-0.045,289.54514,39.164429,11.671
1815,11498128,K02296.01,Kepler-1177 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,106.247882,0.001904,-0.001904,135.7435,0.0125,-0.0125,0.586,0.001,-0.489,13.78,0.374,-0.374,397.4,18.7,-18.7,2.01,0.27,-0.19,377.0,,,4.75,1.87,-1.14,24.0,1.0,q1_q17_dr25_tce,5679.0,101.0,-112.0,4.435,0.076,-0.104,0.972,0.135,-0.09,286.67145,49.406288,14.552
1816,8041216,K00237.01,Kepler-500 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.508333104,9.705e-06,-9.705e-06,134.785645,0.000965,-0.000965,0.004,0.413,-0.004,3.4559,0.0353,-0.0353,646.5,8.2,-8.2,2.6,0.37,-0.28,909.0,,,161.66,65.86,-42.15,93.4,1.0,q1_q17_dr25_tce,5767.0,104.0,-115.0,4.396,0.09,-0.11,1.03,0.149,-0.108,295.95135,43.852051,14.176
1817,11824786,K02371.01,Kepler-1212 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,12.94123564,7.239e-05,-7.239e-05,139.89901,0.00484,-0.00484,0.028,0.404,-0.028,4.636,0.133,-0.133,328.8,17.6,-17.6,1.7,0.53,-0.17,795.0,,,94.29,86.83,-27.77,22.1,1.0,q1_q17_dr25_tce,6119.0,182.0,-200.0,4.497,0.052,-0.208,0.938,0.288,-0.096,296.85342,50.03735,15.012
1818,12254909,K02372.01,Kepler-1213 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,5.349791,2.509e-05,-2.509e-05,133.8836,0.00412,-0.00412,0.867,0.007,-0.602,4.279,0.116,-0.116,88.8,4.4,-4.4,1.29,0.21,-0.11,1156.0,,,422.79,192.78,-99.31,23.3,1.0,q1_q17_dr25_tce,6074.0,108.0,-145.0,4.368,0.051,-0.11,1.183,0.195,-0.097,289.48581,50.94416,13.386
1819,10798331,K02373.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,147.281212,0.001212,-0.001212,148.80124,0.00668,-0.00668,0.474,0.001,-0.455,7.375,0.217,-0.217,452.8,30.0,-30.0,2.28,0.35,-0.29,353.0,,,3.69,1.62,-1.08,17.3,1.0,q1_q17_dr25_tce,5708.0,114.0,-103.0,4.365,0.115,-0.103,1.054,0.161,-0.135,292.31467,48.140461,14.685
1820,9364290,K02374.01,Kepler-382 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,5.26211833,2.75e-05,-2.75e-05,136.37566,0.00403,-0.00403,0.71,0.012,-0.521,3.244,0.12,-0.12,194.5,10.5,-10.5,1.95,0.31,-0.41,1166.0,,,436.61,181.9,-179.52,20.3,1.0,q1_q17_dr25_tce,5587.0,75.0,-75.0,4.188,0.188,-0.101,1.309,0.208,-0.277,299.13617,45.86993,14.623
1821,9364290,K02374.02,Kepler-382 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,12.1628195,6.256e-05,-6.256e-05,137.52402,0.00423,-0.00423,0.971,0.017,-0.685,2.3161,0.0877,-0.0877,306.3,23.2,-23.2,3.14,0.5,-0.66,882.0,,,142.77,59.49,-58.7,15.2,2.0,q1_q17_dr25_tce,5587.0,75.0,-75.0,4.188,0.188,-0.101,1.309,0.208,-0.277,299.13617,45.86993,14.623
1822,5022828,K02138.01,Kepler-1115 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,23.5541012,0.0001812,-0.0001812,144.21486,0.00549,-0.00549,0.536,0.389,-0.328,7.3,0.159,-0.159,95.2,3.7,-3.7,2.33,0.86,-0.7,1381.0,,,859.63,961.81,-508.02,29.9,1.0,q1_q17_dr25_tce,9565.0,302.0,-416.0,4.088,0.171,-0.209,2.286,0.841,-0.688,294.99176,40.144409,11.98
1823,8233702,K02140.01,Kepler-1116 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,41.6977582,0.0001891,-0.0001891,134.24608,0.00368,-0.00368,0.018,0.377,-0.018,5.513,0.112,-0.112,684.8,28.6,-28.6,2.26,0.6,-0.21,488.0,,,13.45,10.62,-3.57,27.7,1.0,q1_q17_dr25_tce,5730.0,153.0,-170.0,4.545,0.035,-0.184,0.87,0.234,-0.078,291.93365,44.115501,15.265
1824,11403339,K02143.01,Kepler-1117 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,4.79029482,1.966e-05,-1.966e-05,134.95277,0.00325,-0.00325,0.46,0.068,-0.414,2.7219,0.09,-0.09,142.0,7.0,-7.0,1.01,0.11,-0.04,938.0,,,183.02,51.32,-23.82,23.1,1.0,q1_q17_dr25_tce,5412.0,72.0,-80.0,4.562,0.017,-0.099,0.843,0.086,-0.033,292.08478,49.23748,14.102
1825,8260902,K02144.01,Kepler-1118 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,38.6715843,0.0002103,-0.0002103,157.61988,0.00482,-0.00482,0.773,0.143,-0.532,5.532,0.148,-0.148,599.3,26.8,-26.8,2.45,0.83,-0.38,502.0,,,15.03,15.04,-5.49,25.2,1.0,q1_q17_dr25_tce,5432.0,159.0,-159.0,4.42,0.147,-0.273,0.913,0.306,-0.141,299.96567,44.160889,14.94
1826,8381204,K02145.01,Kepler-1119 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.32651854,4.605e-05,-4.605e-05,135.58655,0.00464,-0.00464,0.782,0.118,-0.584,5.483,0.113,-0.113,267.9,11.1,-11.1,1.8,0.59,-0.2,938.0,,,182.69,182.74,-57.03,27.2,1.0,q1_q17_dr25_tce,6057.0,189.0,-210.0,4.45,0.056,-0.224,1.0,0.33,-0.11,297.01913,44.327518,15.06
1827,12058204,K02218.01,Kepler-373 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.53533152,1.86e-05,-1.86e-05,132.76087,0.00255,-0.00255,0.051,0.376,-0.051,2.793,0.0792,-0.0792,260.6,10.4,-10.4,1.75,0.26,-0.23,1054.0,,,292.33,114.81,-84.46,27.5,1.0,q1_q17_dr25_tce,5588.0,75.0,-75.0,4.331,0.132,-0.108,1.1,0.164,-0.147,289.388,50.59705,14.514
1828,12058204,K02218.02,Kepler-373 c,CONFIRMED,CANDIDATE,0.983,0,0,0,0,16.7261969,0.0001475,-0.0001475,143.74673,0.00675,-0.00675,0.496,0.477,-0.289,2.708,0.227,-0.227,194.9,19.5,-19.5,1.56,0.24,-0.21,729.0,,,66.83,26.24,-19.31,11.6,2.0,q1_q17_dr25_tce,5588.0,75.0,-75.0,4.331,0.132,-0.108,1.1,0.164,-0.147,289.388,50.59705,14.514
1829,4833421,K00232.03,Kepler-122 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.58752788,7.498e-05,-7.498e-05,142.96728,0.00271,-0.00271,0.009,0.392,-0.009,4.4968,0.0789,-0.0789,336.8,10.4,-10.4,2.18,0.35,-0.34,747.0,,,73.42,33.29,-25.5,34.0,4.0,q1_q17_dr25_tce,6038.0,121.0,-121.0,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247
1830,5357545,K02219.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,3.757294695,6.729e-06,-6.729e-06,133.95965,0.00148,-0.00148,0.586,0.362,-0.372,0.9269,0.0657,-0.0657,273.3,16.7,-16.7,1.23,0.1,-0.03,877.0,,,139.89,32.45,-16.28,23.4,1.0,q1_q17_dr25_tce,4901.0,78.0,-78.0,4.618,0.012,-0.054,0.716,0.054,-0.021,290.26535,40.548649,14.099
1831,6871071,K02220.01,Kepler-374 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.2828024,1.281e-05,-1.281e-05,131.89965,0.00318,-0.00318,0.159,0.294,-0.159,3.2532,0.0925,-0.0925,142.5,6.3,-6.3,1.79,0.28,-0.42,1467.0,,,1093.39,457.24,-484.58,24.4,3.0,q1_q17_dr25_tce,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,0.236,-0.353,294.13791,42.370499,14.686
1832,5342473,K02297.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.64495172,2.568e-05,-2.568e-05,136.02095,0.00521,-0.00521,0.301,0.147,-0.301,3.366,0.123,-0.123,147.4,8.6,-8.6,1.38,0.41,-0.22,1209.0,,,504.23,453.09,-189.86,19.8,1.0,q1_q17_dr25_tce,6047.0,180.0,-180.0,4.343,0.128,-0.192,1.129,0.338,-0.182,284.32852,40.568909,14.338
1833,9334893,K02298.01,,CANDIDATE,CANDIDATE,0.9,0,0,0,0,16.6671415,0.0001253,-0.0001253,141.76551,0.00634,-0.00634,0.444,0.042,-0.422,3.526,0.197,-0.197,175.0,11.0,-11.0,0.7,0.04,-0.04,469.0,,,11.47,2.87,-2.52,17.9,1.0,q1_q17_dr25_tce,4729.0,143.0,-143.0,4.726,0.045,-0.024,0.525,0.028,-0.032,288.45605,45.80212,13.831
1834,9963265,K02299.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,16.48686712,3.61e-05,-3.61e-05,139.20338,0.00169,-0.00169,1.198,70.49,-0.479,1.431,0.11,-0.11,987.9,58.0,-58.0,27.45,7.49,-3.2,760.0,,,78.99,63.75,-26.23,22.1,1.0,q1_q17_dr25_tce,6090.0,169.0,-232.0,4.447,0.06,-0.192,1.071,0.292,-0.125,296.56006,46.857479,15.315
1835,10583761,K02300.01,Kepler-1179 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.685054445,4.508e-06,-4.508e-06,132.60443,0.00138,-0.00138,0.762,0.188,-0.519,1.0473,0.0482,-0.0482,252.7,11.0,-11.0,1.46,0.26,-0.18,1137.0,,,395.08,225.07,-121.21,28.9,1.0,q1_q17_dr25_tce,5266.0,158.0,-142.0,4.484,0.112,-0.182,0.829,0.15,-0.1,284.09763,47.810638,14.077
1836,7542813,K02302.01,Kepler-1180 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,16.8600805,0.00013,-0.00013,139.84916,0.00662,-0.00662,0.682,0.255,-0.47,5.557,0.174,-0.174,273.4,14.0,-14.0,1.71,0.47,-0.24,765.0,,,80.9,68.23,-28.8,22.4,1.0,q1_q17_dr25_tce,6205.0,197.0,-219.0,4.419,0.101,-0.188,0.973,0.268,-0.134,295.88751,43.156059,14.989
1837,12058147,K02072.01,Kepler-1082 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.54320541,3.838e-06,-3.838e-06,131.5554,0.00191,-0.00191,0.217,0.226,-0.217,2.5779,0.0539,-0.0539,91.2,3.0,-3.0,1.23,0.19,-0.25,1827.0,,,2636.85,1181.88,-1069.59,35.2,1.0,q1_q17_dr25_tce,5866.0,105.0,-117.0,4.2,0.182,-0.112,1.282,0.207,-0.253,289.35867,50.59848,13.38
1838,8164257,K02073.01,Kepler-357 d,CONFIRMED,CANDIDATE,0.993,0,0,0,0,49.5004725,0.0003399,-0.0003399,139.04294,0.0057,-0.0057,0.162,0.304,-0.162,5.772,0.162,-0.162,965.2,35.6,-35.6,2.49,0.1,-0.19,402.0,,,6.2,0.93,-1.26,27.8,2.0,q1_q17_dr25_tce,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.828,0.032,-0.065,291.2431,44.00872,15.565
1839,8164257,K02073.02,Kepler-357 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.47539108,2.105e-05,-2.105e-05,137.5825,0.00272,-0.00272,0.486,0.027,-0.443,2.7048,0.0816,-0.0816,530.6,20.8,-20.8,1.92,0.07,-0.15,793.0,,,93.41,13.94,-19.03,28.1,1.0,q1_q17_dr25_tce,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.828,0.032,-0.065,291.2431,44.00872,15.565
1840,8164257,K02073.03,Kepler-357 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,16.85825609,6.042e-05,-6.042e-05,142.34289,0.00273,-0.00273,0.763,0.048,-0.533,2.0728,0.0848,-0.0848,759.6,37.9,-37.9,2.51,0.1,-0.2,576.0,,,26.05,3.89,-5.3,21.8,3.0,q1_q17_dr25_tce,4954.0,79.0,-79.0,4.5,0.072,-0.023,0.828,0.032,-0.065,291.2431,44.00872,15.565
1841,10593759,K00025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.132604547,1.481e-06,-1.481e-06,136.010454,0.000394,-0.000394,1.251,3.655,-0.151,3.6337,0.0226,-0.0226,9969.2,52.0,-52.0,48.73,16.67,-7.14,1444.0,,,1028.81,1031.76,-372.96,222.3,1.0,q1_q17_dr25_tce,6248.0,168.0,-205.0,4.328,0.108,-0.201,1.181,0.404,-0.173,289.26166,47.815521,13.499
1842,6774537,K02146.01,Kepler-1120 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.949029106,7.72e-06,-7.72e-06,133.13832,0.00224,-0.00224,0.044,0.412,-0.044,2.0311,0.0652,-0.0652,358.3,14.1,-14.1,1.48,0.12,-0.15,1027.0,,,263.92,82.24,-74.65,29.3,1.0,q1_q17_dr25_tce,4983.0,150.0,-135.0,4.512,0.084,-0.052,0.807,0.064,-0.085,290.91449,42.286579,15.333
1843,10404582,K02147.01,Kepler-362 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,37.8658964,0.0002184,-0.0002184,134.36237,0.00454,-0.00454,0.18,0.271,-0.18,4.782,0.134,-0.134,395.2,16.2,-16.2,2.01,0.31,-0.16,543.0,,,20.61,8.58,-4.13,25.9,1.0,q1_q17_dr25_tce,5757.0,78.0,-86.0,4.431,0.054,-0.126,1.017,0.161,-0.08,291.77164,47.5299,14.5
1844,5959753,K00226.01,Kepler-496 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.30865307,1.027e-05,-1.027e-05,138.10788,0.00102,-0.00102,0.333,0.098,-0.333,3.2747,0.0353,-0.0353,836.1,12.7,-12.7,2.42,0.11,-0.19,747.0,,,73.53,12.36,-14.88,74.3,1.0,q1_q17_dr25_tce,5022.0,80.0,-80.0,4.485,0.077,-0.033,0.849,0.04,-0.066,291.6409,41.241039,14.817
1845,6021193,K02148.01,Kepler-363 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.93205399,4.833e-05,-4.833e-05,142.10648,0.0032,-0.0032,0.123,0.341,-0.123,6.205,0.101,-0.101,178.5,5.8,-5.8,1.83,0.31,-0.34,905.0,,,158.22,72.83,-61.31,32.3,1.0,q1_q17_dr25_tce,5711.0,101.0,-113.0,4.221,0.149,-0.122,1.391,0.232,-0.258,283.19208,41.305389,13.353
1846,6021193,K02148.02,Kepler-363 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.54235832,3.786e-05,-3.786e-05,132.96117,0.00413,-0.00413,0.318,0.115,-0.318,4.73,0.113,-0.113,132.5,5.4,-5.4,1.59,0.27,-0.29,1054.0,,,292.19,134.49,-113.23,25.8,2.0,q1_q17_dr25_tce,5711.0,101.0,-113.0,4.221,0.149,-0.122,1.391,0.232,-0.258,283.19208,41.305389,13.353
1847,6871071,K02220.02,Kepler-374 d,CONFIRMED,CANDIDATE,0.995,0,0,0,0,5.02818253,2.049e-05,-2.049e-05,134.10891,0.00361,-0.00361,0.3,0.144,-0.3,3.526,0.102,-0.102,181.3,7.3,-7.3,2.03,0.32,-0.47,1272.0,,,620.0,259.28,-274.78,26.1,2.0,q1_q17_dr25_tce,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,0.236,-0.353,294.13791,42.370499,14.686
1848,6871071,K02220.03,Kepler-374 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.897828815,6.301e-06,-6.301e-06,132.6785,0.00293,-0.00293,0.227,0.246,-0.227,2.7114,0.0743,-0.0743,132.4,5.4,-5.4,1.73,0.27,-0.4,1761.0,,,2278.95,953.03,-1010.01,27.2,1.0,q1_q17_dr25_tce,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,0.236,-0.353,294.13791,42.370499,14.686
1849,6287313,K02221.01,Kepler-1147 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,10.62788695,8.221e-05,-8.221e-05,137.81843,0.00608,-0.00608,0.473,0.33,-0.323,4.576,0.172,-0.172,326.7,16.9,-16.9,1.87,0.6,-0.21,872.0,,,136.34,131.16,-43.22,22.6,1.0,q1_q17_dr25_tce,6082.0,189.0,-210.0,4.445,0.072,-0.217,1.014,0.322,-0.115,292.54752,41.64296,15.401
1850,9289704,K02222.01,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,34.135676,0.002154,-0.002154,157.7959,0.0446,-0.0446,0.087,0.366,-0.087,9.12,1.9,-1.9,622.0,103.0,-103.0,13.98,4.73,-8.8,1526.0,,,1281.86,1281.02,-1133.26,8.6,1.0,q1_q17_dr25_tce,7818.0,216.0,-325.0,3.365,0.704,-0.176,5.555,1.883,-3.496,295.24734,45.757401,12.963
1851,9278725,K02223.01,Kepler-1148 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.104462494,1.552e-06,-1.552e-06,132.32134,0.00119,-0.00119,0.151,0.306,-0.151,1.0458,0.0407,-0.0407,469.1,17.0,-17.0,1.6,0.14,-0.16,1397.0,,,898.79,295.86,-253.88,35.3,1.0,q1_q17_dr25_tce,5002.0,151.0,-136.0,4.543,0.078,-0.048,0.753,0.065,-0.079,290.95355,45.719528,15.277
1852,4458082,K02303.01,Kepler-1181 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.89336495,3.609e-05,-3.609e-05,133.6449,0.0062,-0.0062,0.218,0.235,-0.218,3.485,0.169,-0.169,138.3,9.8,-9.8,1.6,0.57,-0.2,1374.0,,,842.45,874.9,-299.78,15.9,1.0,q1_q17_dr25_tce,6688.0,187.0,-281.0,4.304,0.075,-0.225,1.347,0.473,-0.169,289.74731,39.523453,13.827
1853,8042453,K02304.01,Kepler-1182 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,11.17392077,6.126e-05,-6.126e-05,134.70626,0.00505,-0.00505,0.025,0.437,-0.025,3.307,0.16,-0.16,324.8,18.3,-18.3,1.64,0.48,-0.16,796.0,,,94.84,81.36,-27.27,21.4,1.0,q1_q17_dr25_tce,5911.0,160.0,-195.0,4.519,0.037,-0.2,0.914,0.267,-0.089,296.30795,43.82135,15.356
1854,10874215,K02305.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,31.0325991,0.0002042,-0.0002042,152.27157,0.00561,-0.00561,0.611,0.026,-0.488,3.476,0.193,-0.193,737.4,49.6,-49.6,2.64,0.72,-0.25,561.0,,,23.41,19.68,-6.91,17.6,1.0,q1_q17_dr25_tce,5841.0,182.0,-223.0,4.52,0.046,-0.184,0.931,0.257,-0.086,296.71274,48.272308,15.728
1855,6666233,K02306.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.512407185,5.22e-07,-5.22e-07,132.240449,0.000835,-0.000835,0.301,0.142,-0.301,1.0579,0.0299,-0.0299,329.2,8.8,-8.8,1.03,0.04,-0.08,1255.0,,,583.45,107.61,-122.35,46.1,1.0,q1_q17_dr25_tce,3862.0,77.0,-84.0,4.69,0.042,-0.018,0.563,0.026,-0.04,282.28439,42.15419,14.78
1856,7661065,K02307.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.150297119,7.674e-06,-7.674e-06,134.9355,0.00149,-0.00149,0.971,0.025,-0.698,1.2058,0.0801,-0.0801,593.4,30.6,-30.6,3.03,0.26,-0.16,981.0,,,218.44,54.89,-33.37,24.2,1.0,q1_q17_dr25_tce,5290.0,84.0,-73.0,4.519,0.039,-0.072,0.858,0.072,-0.046,282.14923,43.37859,14.854
1857,3937519,K00221.02,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.89661966,4.591e-05,-4.591e-05,134.03046,0.00701,-0.00701,0.039,0.419,-0.039,3.154,0.189,-0.189,144.0,10.4,-10.4,1.28,0.26,-0.22,1000.0,,,237.1,128.71,-82.04,15.3,2.0,q1_q17_dr25_tce,5392.0,80.0,-72.0,4.314,0.165,-0.15,1.087,0.224,-0.184,285.93069,39.098141,14.622
1858,8866137,K02074.01,Kepler-1083 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,33.4178173,0.0001735,-0.0001735,155.58781,0.00452,-0.00452,0.913,0.028,-0.615,4.645,0.133,-0.133,1166.8,45.8,-45.8,3.13,0.41,-0.24,448.0,,,9.56,4.14,-2.29,28.4,1.0,q1_q17_dr25_tce,5136.0,153.0,-138.0,4.607,0.033,-0.077,0.744,0.096,-0.059,283.16196,45.198311,15.824
